Crime ID,Crime Type,Latitude,Longitude,Date and Time,Severity,Area,Victims,Weather,Crime Outcome
1468.0,4.0,10.976756201179374,76.93995060507005,2017-10-23 04:48:00,5.0,4.0,4.0,Cloudy,In-progress
5769.0,1.0,10.937839892608071,77.02884301297078,2016-05-29 00:42:00,3.0,2.0,2.0,Foggy,Unresolved
5715.0,3.0,11.068403035506876,77.0848121497344,2016-08-27 15:11:00,4.0,2.0,2.0,Foggy,In-progress
1579.0,4.0,11.078292238010668,77.08818549070153,2021-11-21 15:05:00,5.0,3.0,2.0,Rainy,Resolved
6959.0,5.0,10.979337823853651,77.01125628201879,2021-06-29 23:31:00,5.0,3.0,1.0,Clear,
6862.0,1.0,10.985293020741056,76.92320457071152,2019-09-23 21:29:00,1.0,5.0,5.0,Cloudy,
2127.0,3.0,10.985333711871132,77.08758095315186,2018-04-22 06:34:00,5.0,3.0,1.0,Cloudy,Resolved
6203.0,3.0,11.02447339424675,77.06326921480618,2017-08-27 14:07:00,1.0,0.0,2.0,Clear,Resolved
1451.0,0.0,11.075029447949625,76.97470126090266,2017-01-28 13:35:00,2.0,1.0,1.0,Clear,Resolved
5068.0,0.0,10.995011724746249,76.90421531621323,2020-02-23 08:30:00,5.0,5.0,5.0,Clear,Unresolved
3050.0,1.0,11.006225208280544,76.92970310391377,2020-05-19 16:13:00,1.0,1.0,3.0,Foggy,In-progress
5008.0,0.0,10.912406913849251,77.09642363136992,2015-12-21 04:39:00,3.0,3.0,5.0,Clear,Unresolved
5329.0,4.0,10.927052492253384,77.05543972827712,2016-06-24 11:21:00,2.0,3.0,1.0,Clear,In-progress
7602.0,3.0,10.986050282641427,77.00338828097645,2016-09-24 06:08:00,5.0,1.0,4.0,Cloudy,
6129.0,5.0,10.945548896720329,77.07205806033342,2015-04-02 05:41:00,4.0,1.0,2.0,Foggy,Unresolved
7825.0,3.0,11.019368378215574,77.00049215825477,2018-09-23 22:53:00,4.0,3.0,3.0,Foggy,
5398.0,1.0,11.039238716814392,77.09565808836354,2018-01-10 00:15:00,4.0,1.0,1.0,Clear,Resolved
1489.0,1.0,10.914096918798393,77.01769721860636,2020-08-15 02:12:00,2.0,4.0,4.0,Foggy,Resolved
7279.0,3.0,10.910656289227024,77.07534185667477,2017-10-30 00:30:00,2.0,2.0,2.0,Clear,
5489.0,3.0,11.033057471695749,76.90079023443371,2016-06-26 09:49:00,4.0,4.0,5.0,Foggy,Resolved
5275.0,4.0,11.042167959489277,76.97980184306587,2018-04-18 21:38:00,2.0,0.0,3.0,Rainy,Resolved
7828.0,2.0,10.967813906308908,77.08966798762262,2019-05-27 10:05:00,1.0,3.0,2.0,Rainy,
5649.0,2.0,11.054885131529304,76.97586445026113,2016-10-28 11:48:00,1.0,0.0,5.0,Foggy,Unresolved
2826.0,4.0,10.933115272810015,77.09749366705562,2020-02-20 15:55:00,4.0,0.0,4.0,Rainy,In-progress
1515.0,2.0,11.08497965103184,76.91623284475757,2023-03-25 03:52:00,2.0,2.0,4.0,Rainy,In-progress
266.0,0.0,10.991496990261282,76.93700973163568,2016-04-27 06:35:00,4.0,4.0,5.0,Foggy,In-progress
1.0,1.0,11.057173063315258,77.06643838194422,2018-06-25 17:25:00,3.0,3.0,5.0,Foggy,In-progress
1452.0,4.0,11.006599358130416,76.92791447246714,2015-02-13 10:28:00,2.0,1.0,2.0,Cloudy,In-progress
3609.0,4.0,10.994232734979716,76.94909798980078,2018-10-12 21:50:00,1.0,6.0,3.0,Rainy,Resolved
4983.0,4.0,11.081922833230804,76.98963967893351,2015-09-22 01:22:00,5.0,6.0,3.0,Rainy,In-progress
2900.0,0.0,10.91716626159809,76.94827871496295,2023-05-23 06:13:00,3.0,0.0,1.0,Rainy,Unresolved
7812.0,0.0,10.951696257544068,77.08534431453539,2015-01-31 20:40:00,1.0,6.0,2.0,Cloudy,
839.0,5.0,10.961364795439993,77.06606901346785,2016-08-15 05:59:00,4.0,5.0,2.0,Foggy,In-progress
15.0,4.0,11.01054019647812,77.0257307298494,2016-01-08 02:35:00,4.0,6.0,5.0,Cloudy,In-progress
3919.0,2.0,11.064103408688462,77.08505067841587,2015-10-09 02:41:00,2.0,5.0,4.0,Foggy,In-progress
4618.0,0.0,11.051937917682144,77.08523273669184,2022-05-17 04:21:00,1.0,4.0,2.0,Rainy,Unresolved
7377.0,2.0,11.058190999184315,76.95536243700528,2015-06-07 00:24:00,1.0,5.0,2.0,Foggy,
6966.0,2.0,11.04441442717835,76.94166013013319,2020-09-02 11:23:00,2.0,4.0,2.0,Cloudy,
9.0,5.0,10.92168268409972,77.00168890679019,2019-04-25 00:24:00,3.0,0.0,3.0,Cloudy,Resolved
6505.0,4.0,10.9981841730261,76.95549920881462,2019-12-07 08:50:00,4.0,2.0,4.0,Rainy,
2906.0,2.0,11.067280454740404,77.07130537601502,2018-09-27 09:11:00,3.0,0.0,3.0,Foggy,In-progress
2250.0,4.0,11.082014365060434,76.94678824697618,2017-06-18 23:09:00,2.0,6.0,3.0,Rainy,In-progress
1040.0,3.0,11.091658677450557,76.91110678242855,2019-05-21 11:15:00,4.0,3.0,4.0,Clear,In-progress
3906.0,3.0,10.907793193617824,77.0564554624324,2017-06-26 15:49:00,5.0,1.0,2.0,Rainy,In-progress
6035.0,5.0,11.009351373154615,76.98921353035057,2019-04-30 07:13:00,3.0,3.0,1.0,Cloudy,Unresolved
3617.0,5.0,11.04633217323031,77.07288485354191,2017-07-28 08:15:00,1.0,1.0,2.0,Foggy,Unresolved
7702.0,3.0,10.953716113919285,76.92701079519433,2018-06-02 07:03:00,5.0,6.0,1.0,Foggy,
3681.0,2.0,10.909066959885893,77.09424491925827,2017-01-23 01:19:00,2.0,0.0,4.0,Foggy,Unresolved
340.0,0.0,11.031037907120874,76.93513875432444,2019-06-09 00:40:00,3.0,3.0,4.0,Foggy,In-progress
122.0,3.0,11.099834353233,77.08628388693236,2021-04-11 02:56:00,1.0,4.0,5.0,Cloudy,Unresolved
5459.0,1.0,10.935317869362558,77.00791766795552,2019-05-18 08:46:00,4.0,4.0,3.0,Cloudy,Resolved
6400.0,2.0,10.956126686866185,77.08303563864212,2020-03-16 11:06:00,4.0,2.0,2.0,Foggy,In-progress
1091.0,2.0,10.994673860032863,76.99106291164235,2018-03-12 13:11:00,2.0,1.0,1.0,Clear,Unresolved
6412.0,2.0,10.9048269684087,76.99088042220633,2017-12-26 18:20:00,1.0,3.0,5.0,Clear,
1373.0,3.0,10.997616006803804,77.07333558672666,2023-03-02 18:26:00,2.0,6.0,4.0,Rainy,Unresolved
6022.0,1.0,10.950066774553846,77.0973991809833,2017-02-23 11:20:00,1.0,0.0,2.0,Cloudy,In-progress
1318.0,3.0,10.942823136237871,77.06010886272297,2021-09-21 20:31:00,1.0,4.0,4.0,Foggy,In-progress
623.0,1.0,10.986742868278723,77.04481487017371,2021-02-14 05:49:00,1.0,3.0,4.0,Clear,Unresolved
1420.0,1.0,10.929789481454176,77.09438369123035,2018-04-06 01:33:00,5.0,3.0,2.0,Rainy,In-progress
